id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21061		20200612	20200614	Chaos Singularity	Chaos Singularity 2020	CoSin	CoSin	https://www.cosin.ch/			Biel/Bienne	CH	Villa Ritter	https://www.openstreetmap.org/?mlat=47.14426%2C7.24994&mlon=7.24994&zoom=17#map=16/47.14420/7.2516	47.1442	7.2516	nococ	CoSin is short for Chaos Singularity. We are not quite sure what that means, but we do know, what we want with it: We hope to provide a chance for geeks, nerds, hackers, discordians, chaots and other interested or curious people, to meet, learn, chat, have fun and relax. During three days, we'd like to offer the opportunity to investigate technology, think about its effects on society, or just chat with other participants in a relaxed atmosphere.	20200515	https://www.cosin.ch/en/cfp/	Community Event		?	no	?	DE/EN	no																					
21062		20210624	20210626	European GNU Radio Days	European GNU Radio Days 2020			https://gnuradio-eu-21.sciencesconf.org/	online	/img/eventbanners/2021/2021-gnu-radio-days.png	Poitier	FR	Faculté des Sciences Département	https://www.openstreetmap.org/#map=14/46.6594/0.3441	46.6594	0.3441		It is our pleasure to announce the third meeting centered around the GNU Radio framework held in France (Poitiers).  This workshop targets French and European GNU Radio users and developers as a complement to the american GRCon, and welcomes participants from all countries and continents enjoying developing with GNU Radio. Contributions are sought in English as oral presentation/demo/tutorial. Last year's abstracts have been gathere in the book of abstracts of the 2019 edition of the European GNU Radio Days conference.	20210415	https://gnuradio-eu-21.sciencesconf.org/	Community Event	GNU,radio	Zero	participating to the conference is free of charge, but registration is mandatory before May 1st to help organize the meeting	?	EN																						
21063		20210624	20210627	Hack in the woods	Hack in the woods	HITW	HITW2020	http://www.hackinthewoods.be/	offline	/img/eventbanners/2021/2021-hack-in-the-woods.png	Tournai	BE	Domaine de Graux	https://www.openstreetmap.org/#map=9/50.6068/3.5118	50.60679	3.51178	nococ	More than a hackathon, the Hack in the Woods is the first festival for developers in Europe! During 4 days, come and code for a better world for renowned NGO's, attend technical conferences, network or even spend an unforgettable moment with your colleagues. Do you want to live a unique coding experience in the great outdoors? It's this way!			Hackathon		50,00 €		400	EN		code for projects from humanitarian and environmental partner organizations as open source																	cancelled			We are very sad to announce that HITW 2021 will no longer take place. The next edition will be held from 23rd - 26th June 2022. Your safety will always be our priority. In view of the Covid-19 crisis and sustained uncertainty, we believe this is the best decision. HITW is all about gettting together and enjoying time as a community. After working on different options to run the event, we feel we could not hold the festival under the current circumstances and maintain its essence to the fullest. We believe in our amazing community and in our strenght to code for a better world. We will keep you informed of all the news coming to be reunited again.Thank you for your support. We look forward to seeing you at HITW 2022. Keep coding and keep safe! 
21064		20200713	20200718	FOSS4G Europe	FOSS4G Europe			https://2020.europe.foss4g.org/			Valmiera	LV	Vidzeme University of Applied Sciences	https://www.openstreetmap.org/way/139430450	57.54175	25.42821	https://2020.europe.foss4g.org/code-of-conduct/	<p>Beside the annual global FOSS4G there are local FOSS4Gs taking place all over the world. FOSS4G Europe is only one of these regional conferences and wants to gather and connect enthusiast from Europe. It is an annual event, but does not take place every 3 years when the global FOSS4G conference comes to Europe.</p><p>The conference aims to bring FOSS4G users and developers together and to foster closer interactions within the European geospatial communities.</p><p>FOSS4G Europe 2020 is the first Open Source Geospatial event in North-Eeast Europe after successful editions in Bremen Germany (2014), Como Italy (2015), Paris France (2017) and Guimarães Portugal (2018) </p><p>Don’t miss FOSS4G Europe 2020 in Valmiera (Latvia) and join the FOSS4G community!</p>	20200401	https://2020.europe.foss4g.org/call-for-contributions-1/	Community Event	OpenStreetmap	150	https://fienta.com/foss4g-europe-2020/cart#title	?	EN	?	Community Sprint																				
21065		20210610	20210613	DrupalCamping	DrupalCamping am Allersee	DrupalCamping	DrupalCamping	https://drupalcamping.de/barcamp/	offline	/img/eventbanners/2021/2021-drupal-camp-allersee.png	Wolfsburg	DE	Allersee	https://www.openstreetmap.org/way/131652496	52.43204	10.81483	https://drupalcamping.de/coc/	<p>Wir haben Plätze für 50 Teilnehmer*innen angemietet auf dem Zeltplatz am Allersee. Wir übernachten in eigenen Zelten und verpflegen uns gemeinsam, jede*r packt mit an. Bist Du ein Spitzenkoch oder eine versierte Rettungsschwimmerin? Super! Oder vielleicht nur Tellerwäscher*in? Auch super! Es gibt für jede*n eine Aufgabe!</p><p>Barcamp</p><p>Das DrupalCamping ist ein Barcamp. Jede*r kann einen Vortrag halten oder ein Diskussionsthema mitbringen, das muss auch nicht vorher angemeldet werden.</p><p>Bringt Eure Sessions / Themen mit. Wir stellen dann gemeinsam jeden Morgen eine Liste von Vorträgen für den jeweiligen Tag zusammen. Für die nötige Infrastruktur (WLAN, Beamer, Leinwand) sorgen wir.</p><p>Natürlich könnt Ihr auch einfach Sprinten, am See entspannen, Gespräche führen. Sollt Ihr sogar - Alles kann, nichts muss!</p><p>Abends gehen wir dann fließend zum geselligen Ausklang über, mit gemeinsamem Abendessen, Drinks und Sonnenuntergang. Klingt gut? Ist gut!</p><p>Sessions / Themen</p><p>Es sind Eure Vorschläge, also bringt spannende Inhalte mit zum Camp! Natürlich wird Drupal eine große Rolle dabei spielen, aber wird sind offen für Alles was euch beschäftigt. Hier ein paar Ideen dazu: #buildtools, #cloud, #community, #css, #datenschutz, #decoupled, #drupal, #frontend, #git, #headless, #hosting, #html, #opensource, #react, #sicherheit, #svelte, #vue</p><p>Was ist Euer persönlicher Hashtag? Wir sind gespannt!</p>			Project Event,Camping,Barcamp	Drupal	60,00 €	yes		DE										https://twitter.com/drupalcamping												
21066		20210625	20210626	leHack	le Hack 2020		leHack	https://lehack.org/	offline		Paris	FR		https://www.openstreetmap.org/?mlat=48.8956&mlon=2.3879#map=16/48.8956/2.3879	48.8956	2.3879	nococ	<p>LeHACK is new because it's its second edition but the people behind it being the same that organized the 'Nuit du Hack' event during more than fifteen years. The name changes, our values stay the same !</p><p>LeHACK 2020 is a yearly rendezvous where hackers and afficionados are meeting around with both technical and non-technical talks and workshops about hacking. It is a great place to discover, to learn, to teach and be taught in the magical city of Paris.</p><p> LeHACK 2020 will be held in La Cite des Sciences, Paris (France) on the 26th and 27th of June 2020.</p>	20200408	https://lehack.org/en/call-for-papers	Community Event		Zero	?	?	EN	Same organisers as Nuit du Hack : )									https://twitter.com/_leHACK_												
21067		20210705	20210707	Pass the SALT	Pass the SALT 2021	Pass the SALT	pts21	https://2021.pass-the-salt.org/	online				On the Internet				https://2021.pass-the-salt.org/code-of-conduct/	Dedicated to Free Software and Security.<br />Free as in free beer and as in Freedom.<br />English spoken conference.	20210430	https://cfp.pass-the-salt.org/pts2021/cfp	Community Event	Security	Zero	no	?	EN										https://twitter.com/passthesaltcon												
21068	n/a	20200702	20200704	Wikidata Days 2020	Wikidata Days 2020			https://meta.wikimedia.org/wiki/WikiData_Days_2020			Carcavelos	PT	Nova School of Business and Economics	https://www.openstreetmap.org/way/504237613	38.6784839	-9.3279658	17				Project Event	Wikidata, Wikidate Days	?	yes	?	EN					share, collaborate,  transform: shaping data in a changing world 																	
21069	n/a	20200729	20200802	Italian Hacker Camp	Italian Hacker Camp 2020	IHC	IHC2020	https://ihc.camp			Padua	IT	FENICE Green Energy Park	https://www.openstreetmap.org/way/37959510	45.39966	11.91854					Community Event,Camping	Self-Organized,bi-yearly,		yes	650	EN										https://twitter.com/ihc_camp												
21070		20210819	20210826	BornHack	BornHack		BornHack	https://bornhack.dk/bornhack-2021/			Island of Funen	DK	Offroad	https://www.openstreetmap.org/#map=6/55.385601/9.939074	55.385601	9.939074	https://bornhack.dk/conduct/	<p>BornHack is a 7 day outdoor tent camp where hackers, makers and people with an interest in technology or security come together to celebrate technology, socialise, learn and have fun. </p>	open	https://bornhack.dk/bornhack-2021/program/call-for-participation/	Community Event,Camping		?	yes	?	EN										https://twitter.com/bornhax												
21071		20200819	20200821	GNU Hackers Meeting	GNU Hackers Meeting 2020	GHM		https://www.gnu.org/ghm/2020-august/			Hamburg	DE	dock europe e.V. Internationales Bildungszentrum	https://www.openstreetmap.org/node/375717634	53.55849	9.94362	nococ	2020 the (european) GHM is going to Germany ! This time, we will be gathering in the nice city of Hamburg for hacking, learning and meeting each other. Renting the room will cost 20,-€ per participant. 		https://www.gnu.org/ghm/2020/#callfortalks	Hackmeeting	GNU	20	yes	?	EN																						
																																																
21073		20210917	20210918	Kielux	Kieler Open Source und Linux Tage	Kielux	kielux	https://kielux.de/	online	/img/eventbanners/2021/2021-kielux.png			On the Internet					"<p>Alljährlich im September, in zeitlicher Nähe zum internationalen Software Freedom Day, finden in Kiel im Kieler Innovations- und Technologiezentrum die Kieler Open Source und Linux Tage statt.</p><p>Die Veranstaltung bietet ihren Besuchern eine ausgewogene Kombination aus Konferenz mit Vorträgen, Hands-on-Workshops, Ausstellung (diese wird es in diesem Jahr nicht oder in stark abgewandelter Form geben) und Rahmenprogramm. Auch das leibliche Wohl kommt dabei (normalerweise, 2020 ist alles anders) nicht zu kurz.</p><p>Das vielfältige Format eröffnet Besuchern, Firmen und Projekten viele Möglichkeiten, zwanglos miteinander in Kontakt zu treten und fördert den Ideenaustausch zwischen allen Beteiligten.</p><p>Die Themenauswahl der Vorträge und Workshops ist regelmäßig breit gefächert, so dass sowohl Einsteiger als auch Experten bei einem Besuch auf der ""Kielux"" auf ihre Kosten kommen.</p><p>Auch wenn die Kieler Open Source und Linux Tage einen starken regionalen Bezug haben, so kommen Besucher, Referenten und Aussteller aus allen Teilen Deutschlands.</p><p>Neben den ""großen"" Linuxtagen finden auch immer wieder in unregelmäßigen Abständen zusätzliche Veranstaltungen, wie zum Beispiel Thementage, Workshops oder Abendvorträge statt.</p><p>Der Eintritt ist frei - sowohl für die Zusatzveranstaltungen als auch für die Kieler Open Source und Linux Tage.BornHack is a 7 day outdoor tent camp where hackers, makers and people with an interest in technology or security come together to celebrate technology, socialise, learn and have fun.</p>"	20210820	https://kielux.de/190	Community Event		Zero	no	?	DE	Kieler Linux Initiative	Linux Presentation Day	2003			Big Blue Button	To be defined.	To be defined.	UTC+2	https://twitter.com/kielux	https://mastodon.social/@kielux											
21074		20210919	20210919	Free/Libre Software and GNU/Linux	Free/Libre Software and GNU/Linux			https://osdn.org.ua/	offline		Kiev	UA	Nivki-hall	https://www.openstreetmap.org/node/3785206979	50.45948	30.40823	https://osdn.org.ua/#conduct	The Conference is a non-commercial, volunteer-organized event centered on free and open-source software. It is geared towards users, developers and anyone interested in the free and open-source software movement. The Conference is held annually since 2002, in September in Kyiv, Ukraine.			Community Event		Zero	https://osdn.org.ua/#registration	?	EN																						
21075		20200923	20200925	MiniDebCamp Regensburg	MiniDebCamp Regensburg			https://wiki.debian.org/DebianEvents/de/2020/MiniDebConfRegensburg			Regensburg	DE	Ostbayrische Technische Hochschule	https://www.openstreetmap.org/?mlat=49.00329&mlon=12.09721#map=17/49.00329/12.09721	49.00329	12.09721	http://debconf.org/codeofconduct.shtml	The MiniDebcamp from Wednesday to Friday is a perfect opportunity to host Debian sprints. We would welcome if teams assemble and work together on their projects.			Hackmeeting	Debian	Zero	no	?	EN	Debian Hackers																					
21076		20200926	20200927	MiniDebConf Regensburg	MiniDebConf Regensburg			https://wiki.debian.org/DebianEvents/de/2020/MiniDebConfRegensburg			Regensburg	DE	Ostbayrische Technische Hochschule	https://www.openstreetmap.org/?mlat=49.00329&mlon=12.09721#map=17/49.00329/12.09721	49.00329	12.09721	http://debconf.org/codeofconduct.shtml	MiniDebConfs are local meetings organized by Debian project members to achieve similar objectives to those of the DebConf, but on a regional context. 			Community Event	Debian	Zero	no	?	EN	Debian Hackers																					
21077	linux	20200929	20200930	Open Networking & Edge Summit	Open Networking & Edge Summit			https://events.linuxfoundation.org/open-networking-edge-summit-europe/			Antwerp	BE	Flanders Meeting & Convention Center	https://www.openstreetmap.org/way/499922860	51.2181	4.42184	https://events.linuxfoundation.org/open-networking-edge-summit-europe/attend/code-of-conduct/	Open Networking & Edge Summit (formerly Open Networking Summit) is the industry’s premier open networking event now expanded to comprehensively cover Edge Computing, Edge Cloud & IoT. Open Networking & Edge Summit (ONES) enables collaborative development and innovation across enterprises, service providers/telcos and cloud providers to shape the future of networking and edge computing.	20200607	https://events.linuxfoundation.org/open-networking-edge-summit-europe/program/cfp/	Business Event	Edge Computing,Edge Cloud,Open Networking,Linux Foundation	1025$	https://events.linuxfoundation.org/open-networking-edge-summit-europe/register/	?	EN	Linux Foundation																					
21078	linux	20201026	20201028	KVM Forum	KVM Forum			https://events.linuxfoundation.org/kvm-forum/	online			EU	On the Internet				https://events.linuxfoundation.org/kvm-forum/attend/code-of-conduct/	<p>KVM Forum is an annual event that presents a rare opportunity for developers and users to meet, discuss the state of Linux virtualization technology, and plan for the challenges ahead. This highly technical conference unites the developers who drive KVM development and the users who depend on KVM as part of their offerings, or to power their data centers and clouds.</p><p>Sessions include updates on the state of the KVM virtualization stack, planning for the future, and many opportunities for attendees to collaborate. After more than nine years in the mainline kernel, KVM continues to be a critical part of the FOSS cloud infrastructure. Come join us in continuing to improve the KVM ecosystem.</p>			Business Event	Linux,Virtualization	50$	https://events.linuxfoundation.org/kvm-forum/register/	?	EN	Linux Foundation																					
21079	linux	20201026	20201029	Embedded Linux Conference	Embedded Linux Conference		lfelc	https://events.linuxfoundation.org/embedded-linux-conference-europe/	online			EU	On the Internet					Embedded Linux Conference (ELC) is the premier vendor-neutral technical conference where developers working on embedded Linux and industrial IoT products and deployments gather for education and collaboration, paving the way for innovation. Attend, and join 800+ technical experts paving the way for transformation in these key areas from across the globe for education, collaboration and deep dive learning opportunities. 			Business Event	Embedded,Linux	50$	https://events.linuxfoundation.org/embedded-linux-conference-europe/register/	?	EN	Linux Foundation			IBM, Cloud Native Computing Foundation	Virtual Experience: Open for All – Anytime. Anywhere.	Inxpo		Red: user must use proprietary software to fully connect or participate	UTC+1	https://twitter.com/linuxfoundation					https://www.linkedin.com/company/the-linux-foundation/							
21080		20210928	20211001	Open Source Summit Europe	Open Source Summit Europe		ossummit	https://events.linuxfoundation.org/open-source-summit-europe/		/img/eventbanners/2021/2021-OSS_White_Stacked.svg	Dublin	IE	Convention Centre Dublin	https://www.openstreetmap.org/way/60270053	53.34826	-6.23954	https://events.linuxfoundation.org/open-source-summit-europe/attend/code-of-conduct/	Open Source Summit Europe (OSS EU) is the leading conference for developers, architects, and other technologists – as well as open source community and industry leaders – to collaborate, share information, learn about the latest technologies and gain a competitive advantage by using innovative open solutions. 	20210613	https://events.linuxfoundation.org/open-source-summit-europe/program/cfp/	Business Event	Open Source,Summit	?	https://events.linuxfoundation.org/open-source-summit-europe/register/	?	EN	The Linux Foundation			Red Hat, HUAWEI, COLLABORA, LF AI						https://twitter.com/linuxfoundation					https://www.linkedin.com/company/the-linux-foundation/				cancelled			"We are now holding Open Source Summit + Embedded Linux Conference September 27th-30th in Seattle, Washington. We had previously announced that the event would be held over these dates in Dublin, Ireland but ultimately decided the US would be a better option in 2021. (<a href=""https://events.linuxfoundation.org/open-source-summit-europe/"">source</a>)"
21081	linux	20201029	20201030	Linux Security Summit	Linux Security Summit			https://events.linuxfoundation.org/linux-security-summit-europe/	online			EU	On the internet				https://events.linuxfoundation.org/linux-security-summit-europe/attend/code-of-conduct/	<p>Linux Security Summit Europe 2020 is now a Virtual Event, taking place October 29-30 in the Greenwich Mean Time Zone </p><p>The Linux Security Summit (LSS) is a technical forum for collaboration between Linux developers, researchers, and end-users. Its primary aim is to foster community efforts in analyzing and solving Linux security challenges.</p><p>LSS will be held as two separate events, one in North America (LSS-NA), and one in Europe (LSS-EU), to facilitate broader participation in Linux Security development.</p>			Business Event	Linux,Security	125$	https://events.linuxfoundation.org/linux-security-summit-europe/register/	?	EN	Linux Foundation					Inxpo		Red: user must use proprietary software to fully connect or participate	UTC+1	https://twitter.com/linuxfoundation					https://www.linkedin.com/company/the-linux-foundation/							
21082		20190215	20190217	Drupalcamp	Drupalcamp			https://paris2019.drupal.fr/			Paris	FR	Espace Saint-Martin	https://www.openstreetmap.org/?mlat=48.86336&mlon=2.35238#map=19/48.86336/2.35238	48.86336	48.86336	https://paris2019.drupal.fr/	Cet événement est organisé bénévolement par et pour la communauté Drupal. Il est porté administrativement et financièrement par l'association Drupal France et Francophonie.							?																							
21083		20190301	20190304	Faqin	Faqin			https://www.faqin.org/			Madrid	ES	hidden				nococ	<p>The FAQin Congress is a free to attend, self-maintained, community-driven, sponsor-free event</p><p>Faqin encourages creativity and enables attendants to interact with each other in developing their own knowledge and exploring, showing, teaching, learning, sharing, *.* types of hacking.</p><p>We don't buy nor sell anything.</p>							?	EN																						
21084		20200229	20200229	Congrés de Sobirania Tecnològica	V Congrés de Sobirania Tecnològica	Sobtec	Sobtec20	https://sobtec.cat/			Barcelona	ES	Lleialtat Santsenca	https://www.openstreetmap.org/way/264735742	41.3721	2.1366	nococ	El Congrés de Sobirania Tecnològica és un punt de trobada d'activistes, acadèmics i experts que pretén abordar aquesta temàtica des d'un punt de vista interdisciplinar i amb una clara voluntat divulgativa: acostar la ciutadania a aquest tema i sensibilitzar-la de l'impacte que té sobre els seus drets i llibertats fonamentals. promotor Sobtec, volem centrar-nos en un seguit de tecnologies, que comencen a agafar rellevància a partir dels anys 60, i que emmarquem dins del terme de tecnologies informàtiques.			Community Event		Zero	"<p>No és obligatoria la inscripció però sí que ens ajuda a preveure quanta gent vindrà. En cas que se superés l’aforament d’una sala, es donaria prioritat a les persones inscrites.</p><p>Només cal omplir aquest <a href=""https://formularis.sobtec.cat/inscripcions-sobtec-2020"">formulari</a></p>"	120	CA	Grup Promotor per la Sobirania Tecnològica									twitter.com/_sobtec	mastodont.cat/@sobtec											
21085		20200229	20200301	installfest.cz	installfest.cz			https://installfest.cz/if20			Prague	CZ	Budova E Fakulty elektrotechnické	https://www.openstreetmap.org/?mlat=50.08006&mlon=14.39048#map=19/50.08006/14.39048	50.08006	14.39048		<p>Installfest je akce, kde se setkávají začátečníci s ostřílenými linuxáky, kteří jim pomáhají s GNU/Linux nebo problémy, které vyžadují více zkušeností. InstallFest pořádaný klubem Silicon Hill je ale o něco více akčnější, kromě instalací nabízí i přednášky a navíc je možné se zúčastnit i z domova.</p><p>Installfest je akce, která má své počátky v Americe. Týká se operačního systému GNU/Linux a jeho příznivců, kteří často pomáhali svým méně zkušeným kolegům s instalací tohoto operačního systému, až se jich sešlo více najednou a začali dělat takzvané instalační festivaly, čili installfesty. Jeden z prvních installfestů probíhal v knihovně. Účastníci si tam donesli své počítače (občas i rarity a polopočítače) a instalace mohli začít. Ostřílení linuxáci radili svým méně zkušeným kolegům, ale i mezi sebou si vyměňovali spoustu zajímavých zkušeností a panovala velmi přátelská a vzrušená atmosféra.</p><p>Takové installfesty jsou dnes pořádány po celém světě. Mnohdy mezi novinkami naleznete informaci, že se podařilo uskutečnit první installfest v Egyptě, na Islandu nebo někde úplně v divočině, kde byste si skoro netroufali doufat, že tam mají vůbec počítače. Ono to nemusí být na první pohled zřejmé, ale GNU/Linux lidi spojuje. A to velmi často díky atmosféře, která tento populární operačního systému obklopuje.</p>	20200131	https://pretalx.installfest.cz/installfest-2020/cfp	Community Event	installfest,czech republic	?	?	?	CZ																						
21086		20210311	20210314	Drupal Mountain Camp	Drupal Mountain Camp			https://drupalmountaincamp.ch/			Davos	CH		https://www.openstreetmap.org/way/219442526	46.80074	9.83142	https://drupalmountaincamp.ch/code-conduct	<p>After a very successful first and second edition in 2017 and 2019, the camp goes on: In March 2021 the Drupal community from Switzerland and the world will gather in beautiful Davos for the third Drupal Mountain Camp!</p>			Project Conference	Drupal,Davos	?	?	?	EN			2017	infomaniak						https://twitter.com/mountaincampch												
21087	n/a	20200604	20200606	Free Silicon Conference	Free Silicon Conference		FsiC2020	https://f-si.org/			Paris	FR	Sorbonne University	https://www.openstreetmap.org/way/17044233#map=19/48.83982/2.35396	48.83982	2.35396									?																							
21088		20190325	20190329	Taller de Periodismo de Datos	Taller de Periodismo de Datos			https://www.medialab-prado.es/programas/taller-de-periodismo-de-datos-2019-sigue-el-rastro-de-la-comida			Madrid	ES	Medialab Prado	https://www.openstreetmap.org/way/219016719	40.41052	-3.69359									?																							
21089		20200425	20200425	Ausburger Linux-Infotag	19. Augsburger Linux-Infotag	LIT	lit2020	https://www.luga.de/Aktionen/LIT-2020/			Augsburg	DE	Hochschule Augsburg	https://www.openstreetmap.org/index.html?mlat=48.3584&mlon=10.9061&zoom=16	48.3585	10.9062		Auf dem Linux-Infotag können sich Neulinge einen Überblick über die Anwendungsmöglichkeiten von Linux und Open-Source-Software verschaffen und fortgeschrittene NutzerInnen können sich durch den Einblick in neue Entwicklungen inspirieren lassen. Projektstände bieten die Möglichkeit zum direkten Kontakt zwischen EntwicklerInnen, ProtagonistInnen und AnwenderInnen. Außerdem wird der Bogen zu allgemeineren Themen wie Kunst und digitale Gesellschaft gespannt.	20200331	https://pretalx.luga.de/lit-2020/cfp	Community Event	Augsburg, Linux-Infotag	Zero	no	350	DE	Linux User Group Augsburg																					
21090		20200425	20200425	17th Linux Session 	17th Linux Session 			https://17.sesja.linuksowa.pl/en			Wrocław	PL	Congress Center of the Wrocław University	https://www.openstreetmap.org/#map=18/51.11043/17.06002	51.11043	17.06002		Linux Session is a conference about Open Source solutions and latest trends in Linux-based systems.			Community Event	Linux Session,Poland,Warsaw	Zero	no	?	EN																						
21091		20210602	20210606	DjangoCon Europe	DjangoCon Europe			https://2021.djangocon.eu/	online									<p>DjangoCon Europe is a five-day international conference for the community by the community about the Django web framework, held each year in Europe.</p><p>This is the 13th edition of the DjangoCon Europe conference, made up of Django practitioners from all levels. We welcome people from all over the world. Our conference seeks to educate and develop new skills, best practices and ideas for the benefit of attendees, developers, speakers and everyone in our global Django Community, not least those watching the talks online.</p>	20210401	https://2021.djangocon.eu/talks/cfp/	Project Event	Django	?	yes	?	EN						Loudswarm		Red: user must use proprietary software to fully connect or participate		https://twitter.com/djangoconeurope												
21092		20200507	20200508	DORS/CLUC	DORS/CLUC			https://2020.dorscluc.org/			Zagreb	HR	Faculty of Electrical Engineering and Computing	https://www.openstreetmap.org/way/201559182	45.80075	15.97129	https://2020.dorscluc.org/code-of-conduct/	<p>DORS/CLUC – Dani otvorenih računarskih sustava / Croatian Linux Users’ Conference – is the oldest and biggest regional conference that covers free and open source software, open standards, and the Linux operating system. For the last 27 years, DORS/CLUC has brought together many prominent individuals and companies from the free and open source software community.</p><p>The conference is coordinated by HrOpen and HULK, two non-profit organizations that tirelessly work to promote open technologies and encourage their application in everyday life.</p><p>This year conference will take place on May 7th and 8th, at the Faculty of Electrical Engineering and Computing in Zagreb, Croatia. Once again, an interesting crowd will gather to attend talks about awesome free software topics.</p><p>During the two days of talks, workshops, and fun, DORS/CLUC becomes a place where students, FOSS enthusiasts, tinkerers, developers, hackers, freelancers, companies and the public sector representatives meet to learn, network, do business and plan projects together – all with focus on free software and Linux.</p><p>DORS/CLUC has traditionally been divided into two parts: keynotes/talks and workshops: Keynotes and talks generally cover business topics, the latest experiences with FLOSS implementation and migration, and presentations of new tools and technologies, along with explanations on how to use them. Workshops are mostly tech-oriented, and provide the attendees with an opportunity to learn how to use a particular technology, as well as how to troubleshoot and solve problems with free and open source software and hardware.</p><p>There is something for everyone at DORS/CLUC. Whether you are a beginner or an experienced member of the FOSS community, we believe that three days full of interesting talks, networking, and knowledge exchange will count as time well-spent.</p> last 26 years, DORS/CLUC has brought together many prominent individuals and companies from the free and open source software community.	open	https://2020.dorscluc.org/submit-a-talk-or-workshop/	Community Event		Zero	no	?	EN	HrOpen & Hulk																					
21093		20200410	20200413	Easterhegg	Easterhegg	Easterhegg	eh20	https://eh20.easterhegg.eu/			Hamburg	DE	Kampnagel	https://www.openstreetmap.org/way/32991874	53.583056	10.020833	nococ	Der 20. Easterhegg wird unter dem Motto: “back to root” vom 10. bis 13.04.2020 in Hamburg stattfinden. Veranstaltungsort ist die zum Kulturzentrum gewandelte, ehemalige Maschinenfabrik Kampnagel. Hier wurden Anfang bis Mitte des 19. Jahrhunderts Schiffs- und Hafenkrane hergestellt. Für den runden Geburtstag lädt der Chaos Computer Club Hamburg in dieses wunderbare Areal ein, in dem sonst zeitgenössische darstellende Kunst gezeigt wird.	20200229	https://cfp.eh20.easterhegg.eu/eh20/cfp	Community Event	CCC	50€	500 tickets will be sold on two dates. For more information see the <a href=”https://eh20.easterhegg.eu/doku.php?id=tickets”>Easterhegg website</a>.	500	DE	Chaos Computer Club	The event offers self-organized sessions that can be filled by participants in an Unconference style. 	2001	This event has no sponsors	Back to root					https://twitter.com/ccchamburg												
21094		20200410	20200413	Hack the Earth	Hack the Earth	Hack the Earth					Calafou	ES	Calafou	https://www.openstreetmap.org/way/159687510	41.51141	1.70228		We are publishing the workshops and confirmed presentations for the Hack the Earth 2019 on the theme of Futurotopias - Communities to change everything.  If you want to contribute a workshop or an activity you can send an email to Calafou (at) riseup.net to be programmed.  There will also be a space during the event for all the proposals that have come to us from people who want to share knowledge or art. All the info to sign up and other logistical issues can be found here.							?																							
21095		20210423	20210424	Linuxwochen Eisenstadt	Linuxwochen			https://www.linuxwochen.at/linuxwochen-eisenstadt-summary	online								nococ	<p>Seit fast 20 Jahren trifft sich Ende April die Eisenstädter Informatiker-, IT- und Open Source-Community zu Vorträgen, News und Diskussionen rund um „Freie Software für alle“ und mehr.</p><p>Dies sind nun schon die zweiten „Linuxwochen“ die wegen Covid online stattfinden. Allerdings: Gerade IT-affine Menschen können gut in virtuelle Räume ausweichen.</p><p>Die letzten Monate Covid-Krise haben besonders deutlich gezeigt, wie wichtig die Informationstechnologie ist und was mit Ihrer Hilfe alles organisiert und bewältigt werden kann – und wie wichtig gerade freie Software als Toolbox dafür ist.</p><p>Zweifellos eine Bewährungsprobe für alle Trägerinnen und Träger von IT-Wissen; und vielleicht ein Motivationsschub für alle, die das noch werden wollen.</p>			Community Event		?	?	?	DE																						
21096		20190427	20190427	Frühlingsfest	Frühlingsfest			https://fruehlingsfest.frama.site/			Munich	DE	Café Netzwerk	https://www.openstreetmap.org/node/957531675	48.1441	11.56245									?																							
21097		20210506	20210508	Linuxwochen Wien	LinuxWochenWien			http://wien.linuxwochen.at/			Vienna	AT	FH Technikum Wien	https://www.openstreetmap.org/node/3664315650	48.239444	16.377778	nococ	<p>Linuxwochen Wien 2021 – 6. bis 8. Mai 2021 – FH Technikum Wien</p><p>Wissen sammeln, Wissen teilen – Linux / Open-Source-Software / Open-Hardware / kollaboratives KnowHow.</p><p>Die Digitalisierung drängt in immer mehr Bereiche unseres Lebens, und es ist unsere eigene Entscheidung, ob wir uns mit der Rolle des unwissenden Users zufrieden geben wollen. Eine digitale Gesellschaft braucht aktive Beteiligte in Technik, Wissenschaft und Bildung.</p><p>Open Source für DevOps, CD, Container und Orchestrierung dominiert zunehmend gegenüber proprietärer Konkurrenz. Die Linuxwochen Wien suchen aber nicht nur im Enterprise Bereich nach Vorträgen, Workshops und Anwendungsberichten, auch Desktop Software, Software-Entwicklung und vieles andere soll wieder Erwähnung finden.</p>			Community Event		?	?	?	DE										https://twitter.com/linuxwochen												
