approved	datestart	dateend	label	name	cancelled	cancellation_description	shortname	hashtag	homepage	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Logo	Edition’s Topic	Stream	Twitter	Mastodon	Github
									https://www.percona.com/live/conferences																										
									https://www.radical-openness.org/en																										
									https://x.fosdem.org/																										
									http://openrheinruhr.de/																								https://twitter.com/openrheinruhr		
									https://bits-und-baeume.org/en																										
																																	https://nuitduhack.com/fr		
									https://trans.hackmeeting.org/																										
																																	https://twitter.com/fossbckstg		
									https://www.librecon.io																								https://mobile.twitter.com/librecon		
									https://fscons.org																								https://twitter.com/fscons		
									https://opensourcedesign.net/summit/																										
